ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
XS1269175466,2.690515341,2029-07-31,3.05,2,98.33507065,1.268070652,3.973449874,2025-12-31,ACT/ACT
XS0228265574,0.750270224,2029-08-30,4.55,1,102.8670277,1.533287671,4.143903007,2025-12-31,ACT/ACT
XS2055110758,1.665087001,2029-09-21,1.625,2,91.48531398,0.453383978,4.301159147,2025-12-31,ACT/ACT
XS2892966032,1.481979309,2029-10-05,4.625,2,101.7715258,1.105425824,4.477979668,2025-12-31,ACT/ACT
XS2899774579,1.108672677,2029-10-12,4.5,2,101.376661,0.989010989,4.433946573,2025-12-31,ACT/ACT
XS2730682528,1.921379173,2029-12-07,4.95,2,102.8741036,0.326373626,4.2841684,2025-12-31,ACT/ACT
XS2837824254,1.521260334,2029-12-12,4.88,2,102.0205653,0.254725275,4.435405916,2025-12-31,ACT/ACT
XS2570858303,2.284684524,2030-01-10,5,2,104.5642304,2.364130435,4.445877474,2025-12-31,ACT/ACT
XS0106655235,0.432753878,2030-01-31,6.25,1,112.5263767,5.729166667,4.392609484,2025-12-31,ISMA-30/360
XS0107203381,0.671967873,2030-02-25,6.125,2,105.3652161,2.126736111,5.313502905,2025-12-31,ISMA-30/360
XS3168797135,1.480895915,2030-10-28,4.7,2,101.6788336,0.826373626,4.55068672,2025-12-31,ACT/ACT
XS3173764054,1.4876795,2030-11-01,4.8026,2,102.0317961,1.39633605,4.704815935,2025-12-31,ACT/ACT
XS2228291279,1.597435313,2030-12-10,1,1,86.60763425,0.057534247,4.057708816,2025-12-31,ACT/ACT
XS0121617517,2.009544372,2030-12-19,5.75,2,107.3367144,0.175694444,4.183326261,2025-12-31,ISMA-30/360
XS0416848793,3.390657648,2031-03-11,6.875,1,116.1146168,5.556506849,4.541356602,2025-12-31,ACT/ACT
XS2800802501,0.934944662,2031-04-15,5.082,2,102.8782385,1.075038462,4.746496807,2025-12-31,ACT/ACT
XS2811733240,1.500831598,2031-04-30,4.875,2,102.8874571,0.830357143,4.485280772,2025-12-31,ACT/ACT
XS3162369527,1.49069152,2031-08-27,4.75,2,102.3217587,1.626358696,4.660860015,2025-12-31,ACT/ACT
XS2464407860,2.003310151,2032-04-04,2.5,1,91.58525438,1.856164384,4.412161567,2025-12-31,ACT/ACT
XS2496686309,0.85781375,2032-07-14,3.25,2,94.0685187,1.501358696,4.630510375,2025-12-31,ACT/ACT
XS2689046626,1.538021013,2032-09-21,5.125,1,105.4301207,1.418150685,4.398594496,2025-12-31,ACT/ACT
XS3190849912,1.859723618,2032-09-29,5,2,102.4485604,1.284530387,4.852098701,2025-12-31,ACT/ACT
XS2354308194,1.179657796,2033-06-23,1.375,1,81.09196055,0.719520548,4.526610255,2025-12-31,ACT/ACT
XS0419834931,3.937673288,2034-03-27,5.625,2,108.149595,1.453125,4.690661809,2025-12-31,ISMA-30/360
XS0202077953,3.128553996,2035-09-28,5.25,2,105.0771467,1.341666667,4.822089662,2025-12-31,ISMA-30/360
XS3218668328,1.01851748,2035-11-25,5.125,2,101.0741585,0.509668508,5.114124531,2025-12-31,ACT/ACT
XS2787862429,1.475699907,2036-03-22,4.75,1,101.4649904,3.695890411,5.031917196,2025-12-31,ACT/ACT
XS0161353999,0.415533596,2036-07-13,5.396,2,104.6198404,2.507380435,5.034910931,2025-12-31,ACT/ACT
XS0702029132,2.704216856,2036-11-04,5,1,98.99249192,0.780821918,5.218058256,2025-12-31,ACT/ACT
XS0298709188,1.066074075,2037-05-05,5.5,1,106.2985484,3.616438356,5.177714543,2025-12-31,ACT/ACT
XS2724943639,1.518429414,2038-12-07,5.125,1,99.2949163,0.336986301,5.237062095,2025-12-31,ACT/ACT
XS0279211832,1.347484201,2039-01-19,4.875,2,100.1667583,2.180208333,5.152389975,2025-12-31,ISMA 30/360
XS2014278944,2.629095996,2039-06-19,2.375,1,72.22455562,1.268835616,5.478862217,2025-12-31,ACT/ACT
XS0969574598,1.143835093,2041-04-10,4.25,1,89.60066644,3.085616438,5.582906837,2025-12-31,ACT/ACT
XS0629875708,1.47670535,2041-05-23,5.25,1,101.1532907,3.193150685,5.44587945,2025-12-31,ACT/ACT
XS1269176191,1.516767724,2042-07-31,3.6,2,82.99196913,1.49673913,5.359277881,2025-12-31,ACT/ACT
DE000A1G85D0,1.951616179,2042-09-10,3.75,1,82.18137493,1.150684932,5.515684341,2025-12-31,ACT/ACT
DE000A1HG1L4,2.529932997,2043-03-13,4.5,1,92.34086877,3.612328767,5.530734722,2025-12-31,ACT/ACT
XS2496686564,0.814990315,2052-07-14,3.625,2,74.46649239,1.674592391,5.686108183,2025-12-31,ACT/ACT
XS2228387465,0.849121006,2052-09-10,1.75,1,46.6640463,0.536986301,5.742387001,2025-12-31,ACT/ACT
XS0841542961,0.98458784,2052-10-17,3.75,2,77.29671484,0.772664835,5.49434468,2025-12-31,ACT/ACT
XS1577724492,0.547934978,2057-04-11,2.25,2,50.29493681,0.500686813,5.794046591,2025-12-31,ACT/ACT
XS2014291707,1.524307318,2059-06-19,2.625,1,55.64425726,1.40239726,5.724469866,2025-12-31,ACT/ACT
XS0530302628,1.06070505,2060-08-03,5.375,1,97.56416411,2.20890411,5.68232309,2025-12-31,ACT/ACT
XS2343114331,0.43811191,2061-06-04,1.625,2,39.19096571,0.120535714,5.67563172,2025-12-31,ACT/ACT
XS1846644968,0.53535371,2078-06-27,2.35,2,47.97224418,0.025824176,5.366662931,2025-12-31,ACT/ACT
XS1713474838,1.806907985,2117-12-08,2.544,1,46.94485685,0.160306849,5.483637543,2025-12-31,ACT/ACT
