ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
XS0629875708,1.432883185,2041-05-23,5.25,1,100.5902834,2.315753425,5.413597974,2025-10-31,ACT/ACT
XS1269176191,1.480130617,2042-07-31,3.6,2,83.84414,0.9,5.195064538,2025-10-31,ACT/ACT
DE000A1G85D0,1.894780231,2042-09-10,3.75,1,82.2423926,0.523972603,5.431738006,2025-10-31,ACT/ACT
DE000A1HG1L4,2.467324666,2043-03-13,4.5,1,92.05705397,2.860273973,5.477398488,2025-10-31,ACT/ACT
XS2496686564,0.775231178,2052-07-14,3.625,2,74.20176924,1.073709239,5.647480374,2025-10-31,ACT/ACT
XS2228387465,0.79992972,2052-09-10,1.75,1,46.34362055,0.244520548,5.728399825,2025-10-31,ACT/ACT
XS0841542961,0.960186748,2052-10-17,3.75,2,76.76268077,0.144230769,5.480644794,2025-10-31,ACT/ACT
XS1577724492,0.529696889,2057-04-11,2.25,2,49.68167637,0.123626374,5.810394142,2025-10-31,ACT/ACT
XS2014291707,1.435298547,2059-06-19,2.625,1,55.26884863,0.96369863,5.709667881,2025-10-31,ACT/ACT
XS0530302628,1.021185966,2060-08-03,5.375,1,96.64365644,1.310616438,5.68394757,2025-10-31,ACT/ACT
XS2343114331,0.417943548,2061-06-04,1.625,2,40.22804372,0.661543716,5.59992234,2025-10-31,ACT/ACT
XS1846644968,0.517952718,2078-06-27,2.35,2,49.28623639,0.809016393,5.307273051,2025-10-31,ACT/ACT
XS1713474838,1.751445279,2117-12-08,2.544,1,49.89883521,2.279145205,5.389122153,2025-10-31,ACT/ACT
