ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
XS1608101652,1.195472863,2029-05-03,1.8,1,88.70536027,1.637260274,4.254286034,2023-03-31,ACT/ACT
XS1269175466,2.542442991,2029-07-31,3.05,2,94.29400945,0.497099448,4.217046726,2023-03-31,ACT/ACT
XS0228265574,0.729556937,2029-08-30,4.55,1,101.2439055,2.655205479,4.806006216,2023-03-31,ACT/ACT
XS2055110758,1.49428148,2029-09-21,1.625,2,82.06120761,0.044157609,4.960690109,2023-03-31,ACT/ACT
FR001400FAR2,3.038901474,2029-10-23,4.875,1,99.39552301,0.894863014,5.15075443,2023-03-31,ACT/ACT
XS2570858303,2.185874414,2030-01-10,5,2,101.2489524,1.104972376,5.035226746,2023-03-31,ACT/ACT
XS0106655235,0.42289834,2030-01-31,6.25,1,111.9205767,1.041666667,4.370911458,2023-03-31,ISMA-30/360
XS0107203381,0.665726793,2030-02-25,6.125,2,107.8891361,0.595486111,4.926500238,2023-03-31,ISMA 30/360
XS2228291279,1.376502288,2030-12-10,1,1,76.97138959,0.304109589,4.679339341,2023-03-31,ACT/ACT
XS0121617517,1.993593929,2030-12-19,5.75,2,111.2288244,1.613194444,4.318995027,2023-03-31,ISMA 30/360
XS0416848793,3.491327923,2031-03-11,6.875,1,115.1326731,0.37568306,4.613275667,2023-03-31,ACT/ACT
XS2464407860,1.893434652,2032-04-04,2.5,1,88.19252274,2.47260274,4.458910976,2023-03-31,ACT/ACT
XS2496686309,0.815996511,2032-07-14,3.25,2,91.55885044,0.682320442,4.509415085,2023-03-31,ACT/ACT
XS2354308194,1.080812171,2033-06-23,1.375,1,75.73675164,1.058561644,4.520398103,2023-03-31,ACT/ACT
XS0419834931,4.059534845,2034-03-27,5.625,2,110.627475,0.046875,4.448907123,2023-03-31,ISMA-30/360
XS0202077953,3.212240656,2035-09-28,5.25,2,107.2332467,0.029166667,4.540718927,2023-03-31,ISMA 30/360
XS0161353999,0.46003265,2036-07-13,5.396,2,106.037398,1.147767956,4.683904048,2023-03-31,ACT/ACT
XS0702029132,2.674223534,2036-11-04,5,1,99.61314863,2.01369863,5.24816045,2023-03-31,ACT/ACT
XS0298709188,1.09263312,2037-05-05,5.5,1,111.6659527,4.97260274,4.833092413,2023-03-31,ACT/ACT
XS0279211832,1.361527822,2039-01-19,4.875,2,103.4446783,0.961458333,4.704837807,2023-03-31,ISMA 30/360
XS2014278944,2.626078121,2039-06-19,2.375,1,73.77000206,1.854452055,4.929315951,2023-03-31,ACT/ACT
XS0969574598,1.176456012,2041-04-10,4.25,1,95.14723164,4.133561644,5.018914767,2023-03-31,ACT/ACT
XS0629875708,1.584291353,2041-05-23,5.25,1,110.9446212,4.487671233,4.711530898,2023-03-31,ACT/ACT
XS1269176191,1.574631553,2042-07-31,3.6,2,88.93459033,0.586740331,4.559822337,2023-03-31,ACT/ACT
DE000A1HG1L4,2.693592248,2043-03-13,4.5,1,96.81733148,0.221311475,4.76780894,2023-03-31,ACT/ACT
XS2496686564,0.864966919,2052-07-14,3.625,2,81.14111972,0.761049724,4.952050571,2023-03-31,ACT/ACT
XS2228387465,0.881029049,2052-09-10,1.75,1,49.71089315,0.968493151,5.179623539,2023-03-31,ACT/ACT
XS0841542961,1.112951148,2052-10-17,3.75,2,90.77854264,1.699862637,4.463883762,2023-03-31,ACT/ACT
XS2014291707,1.741199749,2059-06-19,2.625,1,64.93747753,2.049657534,4.806808102,2023-03-31,ACT/ACT
XS0530302628,1.248293248,2060-08-03,5.375,1,117.2798266,3.534246575,4.596581227,2023-03-31,ACT/ACT
XS2343114331,0.539344586,2061-06-04,1.625,2,51.58173143,0.522321429,4.258626125,2023-03-31,ACT/ACT
XS1846644968,0.629300237,2078-06-27,2.35,2,60.86515813,0.606868132,4.252942775,2023-03-31,ACT/ACT
XS1713474838,1.94603021,2117-12-08,2.544,1,55.51621452,0.787594521,4.698256176,2023-03-31,ACT/ACT
