ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
XS2464407860,1.632149771,2032-04-04,2.5,1,89.7753976,2.472677596,4.416162414,2024-03-31,ACT/ACT
XS2496686309,0.693143739,2032-07-14,3.25,2,91.72564,0.6875,4.611875302,2024-03-31,ACT/ACT
XS2689046626,1.299720289,2032-09-21,5.125,1,107.1430146,2.68852459,4.464368279,2024-03-31,ACT/ACT
XS2354308194,0.945095204,2033-06-23,1.375,1,78.07018623,1.05942623,4.468444914,2024-03-31,ACT/ACT
XS0419834931,3.382714875,2034-03-27,5.625,2,109.039135,0.046875,4.548298578,2024-03-31,ISMA-30/360
XS0202077953,2.692483148,2035-09-28,5.25,2,106.2711467,0.029166667,4.598382383,2024-03-31,ISMA-30/360
XS0161353999,0.366885768,2036-07-13,5.396,2,103.3915957,1.156285714,5.073891291,2024-03-31,ACT/ACT
XS0702029132,2.312516738,2036-11-04,5,1,102.5839679,2.021857923,4.935870461,2024-03-31,ACT/ACT
XS0298709188,0.923690023,2037-05-05,5.5,1,111.8473137,4.974043716,4.780598425,2024-03-31,ACT/ACT
XS2724943639,1.261512255,2038-12-07,5.125,1,104.6310419,1.708601879,4.837325408,2024-03-31,ACT/ACT
XS0279211832,1.146658116,2039-01-19,4.875,2,102.8235283,0.961458333,4.753568465,2024-03-31,ISMA 30/360
XS2014278944,2.235854649,2039-06-19,2.375,1,74.55980432,1.855874317,4.973504054,2024-03-31,ACT/ACT
XS0969574598,1.02989854,2041-04-10,4.25,1,97.34535978,4.133879781,4.844296123,2024-03-31,ACT/ACT
XS0629875708,1.338155988,2041-05-23,5.25,1,110.7017841,4.489754098,4.712469551,2024-03-31,ACT/ACT
XS1269176191,1.322233498,2042-07-31,3.6,2,87.24401659,0.593406593,4.748428688,2024-03-31,ACT/ACT
DE000A1G85D0,1.749974813,2042-09-10,3.75,1,89.34826803,2.079918033,4.804292756,2024-03-31,ACT/ACT
DE000A1HG1L4,2.308191571,2043-03-13,4.5,1,97.08206781,0.221917808,4.754655383,2024-03-31,ACT/ACT
XS2496686564,0.72827141,2052-07-14,3.625,2,81.42495692,0.766826923,4.954694687,2024-03-31,ACT/ACT
XS2228387465,0.76640678,2052-09-10,1.75,1,51.55695842,0.970628415,5.065584414,2024-03-31,ACT/ACT
XS0841542961,0.913531287,2052-10-17,3.75,2,87.13589967,1.700819672,4.734512287,2024-03-31,ACT/ACT
XS2014291707,1.402014967,2059-06-19,2.625,1,62.85310951,2.051229508,5.01808836,2024-03-31,ACT/ACT
XS0530302628,1.023735646,2060-08-03,5.375,1,113.720556,3.539275956,4.777669848,2024-03-31,ACT/ACT
XS2343114331,0.4404539,2061-06-04,1.625,2,49.1033871,0.523907104,4.526858269,2024-03-31,ACT/ACT
XS1846644968,0.533727859,2078-06-27,2.35,2,59.24997268,0.609972678,4.384892116,2024-03-31,ACT/ACT
XS1713474838,1.682479743,2117-12-08,2.544,1,55.86881344,0.792393443,4.671586342,2024-03-31,ACT/ACT
