ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
XS2066578126,1.26401183,2026-12-15,1.375,2,95.74811209,0.400412088,2.440979296,2022-03-31,ACT/ACT
FR0014001MX9,1.373130709,2027-12-07,0.875,1,90.98171767,0.273287671,2.656231996,2022-03-31,ACT/ACT
XS2281152822,1.70231238,2027-12-08,0.625,2,89.64739473,0.194024725,2.650389668,2022-03-31,ACT/ACT
XS2429208056,1.787269202,2028-10-12,1.625,2,94.48805429,0.348214286,2.623354082,2022-03-31,ACT/ACT
FR0014007UQ3,1.0734827,2028-10-26,1.875,1,94.81945712,0.328767123,2.804706868,2022-03-31,ACT/ACT
XS0092541969,1.052282068,2028-11-27,6.125,1,124.3956483,2.092708333,2.451072194,2022-03-31,ISMA 30/360
XS1608101652,1.397021054,2029-05-03,1.8,1,99.01037027,1.637260274,2.203997516,2022-03-31,ACT/ACT
XS1269175466,2.986748995,2029-07-31,3.05,2,106.1930894,0.497099448,2.216800795,2022-03-31,ACT/ACT
XS0228265574,0.875935545,2029-08-30,4.55,1,116.2711155,2.655205479,2.512755753,2022-03-31,ACT/ACT
XS2055110758,1.779694602,2029-09-21,1.625,2,93.08252761,0.044157609,2.675967684,2022-03-31,ACT/ACT
XS0106655235,0.509504653,2030-01-31,6.25,1,128.9057867,1.041666667,2.317834967,2022-03-31,ISMA-30/360
XS0107203381,0.797963076,2030-02-25,6.125,2,122.0144861,0.595486111,3.076786613,2022-03-31,ISMA 30/360
XS2228291279,1.640877971,2030-12-10,1,1,87.79790959,0.304109589,2.627068254,2022-03-31,ACT/ACT
XS0121617517,2.405118799,2030-12-19,5.75,2,128.4528444,1.613194444,2.343785996,2022-03-31,ISMA 30/360
XS0416848793,4.219602189,2031-03-11,6.875,1,133.9361423,0.376712329,2.617708869,2022-03-31,ACT/ACT
XS2354308194,1.355749084,2033-06-23,1.375,1,90.57361164,1.058561644,2.454244769,2022-03-31,ACT/ACT
XS0419834931,5.017545211,2034-03-27,5.625,2,131.487905,0.046875,2.579343112,2022-03-31,ISMA-30/360
XS0202077953,4.040134059,2035-09-28,5.25,2,129.6847367,0.029166667,2.643063497,2022-03-31,ISMA 30/360
XS0161353999,0.58296024,2036-07-13,5.396,2,123.767798,1.147767956,2.47007764,2022-03-31,ACT/ACT
XS0298709188,1.411756845,2037-05-05,5.5,1,136.9952427,4.97260274,2.858034845,2022-03-31,ACT/ACT
XS0279211832,1.815920681,2039-01-19,4.875,2,131.4863883,0.961458333,2.634801611,2022-03-31,ISMA 30/360
XS2014278944,3.524441374,2039-06-19,2.375,1,94.16218206,1.854452055,2.950764655,2022-03-31,ACT/ACT
XS0969574598,1.628665113,2041-04-10,4.25,1,123.1507816,4.133561644,2.931664521,2022-03-31,ACT/ACT
XS0629875708,2.110214536,2041-05-23,5.25,1,139.6058812,4.487671233,2.845027178,2022-03-31,ACT/ACT
XS1269176191,2.18540489,2042-07-31,3.6,2,116.8258603,0.586740331,2.586111724,2022-03-31,ACT/ACT
DE000A1HG1L4,3.775277092,2043-03-13,4.5,1,129.1381578,0.221917808,2.678410704,2022-03-31,ACT/ACT
XS2228387465,1.343503656,2052-09-10,1.75,1,73.02421315,0.968493151,3.199469969,2022-03-31,ACT/ACT
XS0841542961,1.747039931,2052-10-17,3.75,2,131.5928226,1.699862637,2.383370553,2022-03-31,ACT/ACT
XS2014291707,2.633394982,2059-06-19,2.625,1,93.12158753,2.049657534,3.027864628,2022-03-31,ACT/ACT
XS0530302628,1.87147715,2060-08-03,5.375,1,166.1741566,3.534246575,2.722112906,2022-03-31,ACT/ACT
XS2343114331,0.918863159,2061-06-04,1.625,2,80.49472143,0.522321429,2.433563318,2022-03-31,ACT/ACT
XS1846644968,1.228117891,2078-06-27,2.35,2,106.4470281,0.606868132,2.181449102,2022-03-31,ACT/ACT
XS1713474838,3.582186631,2117-12-08,2.544,1,95.18496452,0.787594521,2.708274406,2022-03-31,ACT/ACT
