ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
XS3261281631,1.862884933,15/12/2032,4.75,2,98.20017066,1.409340659,5.401627356,30/04/2026,ACT/ACT
XS2837824254,1.276839019,12/12/2029,4.88,2,101.2394765,1.863516484,5.133500439,30/04/2026,ACT/ACT
XS3168797135,1.267677116,28/10/2030,4.7,2,98.23820306,0.02568306,5.216822146,30/04/2026,ACT/ACT
XS2574218561,1.117861065,12/01/2028,5,2,101.3009227,1.491712707,5.179151575,30/04/2026,ACT/ACT
XS2729188644,1.620901313,30/11/2028,5.375,2,102.741038,2.242058011,5.230845297,30/04/2026,ACT/ACT
XS3268963496,1.236723094,13/06/2032,4.75,2,98.01541121,1.396291209,5.47854695,30/04/2026,ACT/ACT
XS2565082901,1.121495343,13/01/2028,5.248,2,101.6854244,1.55120442,5.226269249,30/04/2026,ACT/ACT
XS2800802501,0.8012962,15/04/2031,5.082,2,99.24004869,0.208278689,5.376429611,30/04/2026,ACT/ACT
XS3173764054,1.277219111,01/11/2030,4.8026,2,101.3763781,2.988358149,5.276604669,30/04/2026,ACT/ACT
DE000A1HG1L4,2.012432435,13/03/2043,4.5,1,84.44476082,0.591780822,6.052565586,30/04/2026,ACT/ACT
XS2014278944,2.187241029,19/06/2039,2.375,1,69.33317753,2.049657534,6.05610538,30/04/2026,ACT/ACT
XS2014291707,1.222198956,19/06/2059,2.625,1,51.27175096,2.265410959,6.343737268,30/04/2026,ACT/ACT
XS0298709188,0.905778126,05/05/2037,5.5,1,103.9020575,5.424657534,5.689571353,30/04/2026,ACT/ACT
XS2496686309,0.719919367,14/07/2032,3.25,2,91.18219746,0.951657459,5.170481595,30/04/2026,ACT/ACT
XS2496686564,0.651155295,14/07/2052,3.625,2,67.82710409,1.061464088,6.304559699,30/04/2026,ACT/ACT
XS3218668328,0.862850563,25/11/2035,5.125,2,99.20204354,2.208563536,5.609883485,30/04/2026,ACT/ACT
XS0107203381,0.563496942,25/02/2030,6.125,2,102.0601928,1.105902778,5.924884712,30/04/2026,ISMA-30/360
XS0161353999,0.33652421,13/07/2036,5.396,2,101.0477203,1.594950276,5.583538141,30/04/2026,ACT/ACT
XS2787862346,1.260581486,22/03/2029,4.5,1,99.95378192,0.480821918,4.69536032,30/04/2026,ACT/ACT
XS2787862429,1.1918317,22/03/2036,4.75,1,94.58579425,0.507534247,5.541996494,30/04/2026,ACT/ACT
XS2724943639,1.209498289,07/12/2038,5.125,1,96.33450781,2.021917808,5.768381762,30/04/2026,ACT/ACT
XS2354308194,1.001512619,23/06/2033,1.375,1,79.54070534,1.171575342,5.055075805,30/04/2026,ACT/ACT
XS2464407514,0.946048599,04/04/2027,2.125,1,97.92854986,0.151369863,4.613875909,30/04/2026,ACT/ACT
XS2464407860,1.704271799,04/04/2032,2.5,1,87.77631219,0.178082192,4.965118367,30/04/2026,ACT/ACT
XS2689046626,1.309592338,21/09/2032,5.125,1,103.9801122,3.103082192,4.95365034,30/04/2026,ACT/ACT
XS0106655235,0.353877887,31/01/2030,6.25,1,106.14917,1.5625,4.873937074,30/04/2026,ISMA-30/360
XS1608101652,1.114868116,03/05/2029,1.8,1,94.18905548,1.785205479,4.559177481,30/04/2026,ACT/ACT
XS1713474838,1.375973057,08/12/2117,2.544,1,42.62766041,0.996690411,6.144853526,30/04/2026,ACT/ACT
XS2343114331,0.33924891,04/06/2061,1.625,2,35.60907,0.65625,6.282454449,30/04/2026,ACT/ACT
XS0841542961,0.80696419,17/10/2052,3.75,2,70.12209672,0.133196721,6.125679978,30/04/2026,ACT/ACT
XS1846644968,0.423135963,27/06/2078,2.35,2,43.80788945,0.800549451,5.950497615,30/04/2026,ACT/ACT
XS1577724492,0.446518976,11/04/2057,2.25,2,45.26809328,0.116803279,6.397798999,30/04/2026,ACT/ACT
XS0121617517,1.676312624,19/12/2030,5.75,2,106.3023211,2.092361111,4.782383277,30/04/2026,30E/360
XS0202077953,2.577403252,28/09/2035,5.25,2,99.86537667,0.466666667,5.40245782,30/04/2026,30E/360
XS0419834931,3.267367357,27/03/2034,5.625,2,103.477635,0.515625,5.229865662,30/04/2026,30E/360
XS0279211832,1.107803897,19/01/2039,4.875,2,94.52090833,1.367708333,5.714771487,30/04/2026,30E/360
XS0702029132,2.291382218,04/11/2036,5,1,96.73884753,2.424657534,5.730308744,30/04/2026,ACT/ACT
XS0092541969,0.74951095,27/11/2028,6.125,1,105.523565,2.603125,4.875729688,30/04/2026,30E/360
XS0969574598,0.962326819,10/04/2041,4.25,1,82.71392671,0.232876712,6.064929905,30/04/2026,ACT/ACT
XS0416848793,2.743102021,11/03/2031,6.875,1,108.7992308,0.941780822,5.009810833,30/04/2026,ACT/ACT
XS2228291279,1.353479907,10/12/2030,1,1,85.82382137,0.38630137,4.570908563,30/04/2026,ACT/ACT
XS2228387465,0.693723253,10/09/2052,1.75,1,43.55324877,1.112328767,6.264992104,30/04/2026,ACT/ACT
DE000A1G85D0,1.616119807,10/09/2042,3.75,1,78.91611164,2.383561644,6.045732009,30/04/2026,ACT/ACT
XS3285554096,2.347695767,13/02/2029,4.125,1,99.26513411,0.85890411,4.741781637,30/04/2026,ACT/ACT
XS3285562511,3.771264426,13/02/2058,5.875,1,93.96914767,1.223287671,6.412828581,30/04/2026,ACT/ACT
XS3285562271,3.793781493,13/11/2041,5.5,1,95.41545548,1.145205479,6.080606048,30/04/2026,ACT/ACT
XS3285560903,3.860535006,13/11/2032,4.625,1,97.9814337,0.963013699,5.174421646,30/04/2026,ACT/ACT
XS3285675040,3.015235103,13/02/2126,6.125,1,93.86725247,1.275342466,6.613638693,30/04/2026,ACT/ACT
XS1269175466,2.272219832,31/07/2029,3.05,2,96.08927188,0.749861878,4.660261942,30/04/2026,ACT/ACT
XS1269176191,1.224827332,31/07/2042,3.6,2,77.05418287,0.885082873,5.986007474,30/04/2026,ACT/ACT
