ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
FR0013482866,3.041297237,2027-02-11,1.125,1,97.54918726,0.05239726,3.844720138,2026-02-28,ACT/ACT
XS2464407514,1.089184924,2027-04-04,2.125,1,100.1301429,1.921232877,3.821566799,2026-02-28,ACT/ACT
XS2742532158,1.651025098,2027-07-09,4.5,2,101.205507,0.621546961,4.092548125,2026-02-28,ACT/ACT
XS2429214294,2.28408527,2027-07-15,1.5,2,96.96309044,0.182320442,3.959312352,2026-02-28,ACT/ACT
XS2281152822,1.706442598,2027-12-08,0.625,2,94.1635567,0.140796703,4.196103544,2026-02-28,ACT/ACT
XS2732133090,1.484867014,2027-12-12,5,2,102.3619986,1.071428571,4.283097388,2026-02-28,ACT/ACT
XS2574218561,1.295806406,2028-01-12,5,2,102.0240213,0.649171271,4.269499111,2026-02-28,ACT/ACT
XS2565082901,1.299777781,2028-01-13,5.248,2,102.2055129,0.666872928,4.428311924,2026-02-28,ACT/ACT
XS2429208056,1.709330462,2028-10-12,1.625,2,94.36722571,0.620535714,4.213884856,2026-02-28,ACT/ACT
XS0092541969,0.868634178,2028-11-27,6.125,1,106.8450639,1.548263889,4.040356306,2026-02-28,30E/360
XS2729188644,1.886399321,2028-11-30,5.375,2,104.118326,1.336325967,4.335463815,2026-02-28,ACT/ACT
XS2285179763,2.152270577,2028-12-14,0.75,2,91.58701341,0.156593407,4.066908267,2026-02-28,ACT/ACT
XS2787862346,1.532000346,2029-03-22,4.5,1,106.0276271,4.228767123,3.850463469,2026-02-28,ACT/ACT
XS1608101652,1.296840716,2029-05-03,1.8,1,95.81843356,1.484383562,3.723271552,2026-02-28,ACT/ACT
XS1269175466,2.647947757,2029-07-31,3.05,2,97.8066916,0.235911602,3.849566754,2026-02-28,ACT/ACT
XS0228265574,0.749729397,2029-08-30,4.55,1,104.0006671,2.268767123,4.003111527,2026-02-28,ACT/ACT
XS2055110758,1.668381623,2029-09-21,1.625,2,92.23507204,0.718232044,4.261797975,2026-02-28,ACT/ACT
XS2892966032,1.485717651,2029-10-05,4.625,2,102.6136024,1.855082418,4.441878853,2026-02-28,ACT/ACT
XS2899774579,1.109077387,2029-10-12,4.5,2,102.4613366,1.718406593,4.320584524,2026-02-28,ACT/ACT
XS2730682528,1.875553391,2029-12-07,4.95,2,103.8230788,1.128708791,4.212267285,2026-02-28,ACT/ACT
XS2837824254,1.490480995,2029-12-12,4.88,2,103.2278943,1.045714286,4.293198756,2026-02-28,ACT/ACT
XS2570858303,2.230478662,2030-01-10,5,2,102.8936256,0.67679558,4.416571443,2026-02-28,ACT/ACT
XS0106655235,0.4111299,2030-01-31,6.25,1,108.1945611,0.486111111,4.08093324,2026-02-28,ISMA-30/360
XS0107203381,0.672958372,2030-02-25,6.125,2,103.8055917,0.051041667,5.138283368,2026-02-28,ISMA-30/360
XS3168797135,1.48356405,2030-10-28,4.7,2,102.7756968,1.588186813,4.462746715,2026-02-28,ACT/ACT
XS3173764054,1.490309743,2030-11-01,4.8026,2,103.0844002,2.179080249,4.635018333,2026-02-28,ACT/ACT
XS3260285179,1.456855743,2030-11-12,4.5,2,100.9042341,0.584254144,4.472977798,2026-02-28,ACT/ACT
XS2228291279,1.584151371,2030-12-10,1,1,88.07849808,0.219178082,3.826195602,2026-02-28,ACT/ACT
XS0121617517,1.962619633,2030-12-19,5.75,2,108.8553733,1.102083333,4.000909579,2026-02-28,ISMA-30/360
XS0416848793,3.394617639,2031-03-11,6.875,1,117.7695582,6.667808219,4.367974073,2026-02-28,ACT/ACT
XS2800802501,0.93959721,2031-04-15,5.082,2,103.9245092,1.898769231,4.68595444,2026-02-28,ACT/ACT
XS2811733240,1.498000824,2031-04-30,4.875,2,103.5920657,1.620535714,4.491844137,2026-02-28,ACT/ACT
XS3162369527,1.492854319,2031-08-27,4.75,2,101.3074815,0.013121547,4.531918144,2026-02-28,ACT/ACT
XS2464407860,2.008281385,2032-04-04,2.5,1,93.07202397,2.260273973,4.241231748,2026-02-28,ACT/ACT
XS3268963496,1.448979735,2032-06-13,4.75,2,100.6459947,0.600274725,4.79745362,2026-02-28,ACT/ACT
XS2496686309,0.843558662,2032-07-14,3.25,2,94.12689553,0.404005525,4.43694924,2026-02-28,ACT/ACT
XS2689046626,1.538239078,2032-09-21,5.125,1,106.9426153,2.246575342,4.259309946,2026-02-28,ACT/ACT
XS3190849912,1.866158223,2032-09-29,5,2,103.3747775,2.099447514,4.82808569,2026-02-28,ACT/ACT
XS3261281631,2.184658779,2032-12-15,4.75,2,100.9004742,0.613324176,4.755059819,2026-02-28,ACT/ACT
XS2354308194,1.182059694,2033-06-23,1.375,1,82.50741082,0.941780822,4.372765958,2026-02-28,ACT/ACT
XS0419834931,3.947741187,2034-03-27,5.625,2,110.013205,2.359375,4.535024621,2026-02-28,ISMA-30/360
XS0202077953,3.132068005,2035-09-28,5.25,2,106.80929,2.1875,4.700345149,2026-02-28,ISMA-30/360
XS3218668328,1.014263835,2035-11-25,5.125,2,103.5123786,1.344958564,4.895557148,2026-02-28,ACT/ACT
XS2787862429,1.482606634,2036-03-22,4.75,1,103.4734386,4.46369863,4.876049888,2026-02-28,ACT/ACT
XS0161353999,0.39203616,2036-07-13,5.396,2,104.0255096,0.685679558,4.793689314,2026-02-28,ACT/ACT
XS0702029132,2.708569042,2036-11-04,5,1,101.2092811,1.589041096,5.043571421,2026-02-28,ACT/ACT
XS0298709188,1.067064725,2037-05-05,5.5,1,108.9590295,4.505479452,4.968909615,2026-02-28,ACT/ACT
XS2724943639,1.449312159,2038-12-07,5.125,1,101.213401,1.165410959,5.117361772,2026-02-28,ACT/ACT
XS0279211832,1.312793456,2039-01-19,4.875,2,99.602665,0.528125,5.034376664,2026-02-28,ISMA 30/360
XS2014278944,2.62196225,2039-06-19,2.375,1,73.22947973,1.652739726,5.428674288,2026-02-28,ACT/ACT
XS0969574598,1.14250721,2041-04-10,4.25,1,91.92112274,3.77260274,5.417405872,2026-02-28,ACT/ACT
XS0629875708,1.469758339,2041-05-23,5.25,1,102.8427508,4.041780822,5.364818967,2026-02-28,ACT/ACT
XS1269176191,1.472147993,2042-07-31,3.6,2,82.53910304,0.278453039,5.28982517,2026-02-28,ACT/ACT
DE000A1G85D0,1.93378604,2042-09-10,3.75,1,83.81296932,1.756849315,5.418199806,2026-02-28,ACT/ACT
DE000A1HG1L4,2.511359899,2043-03-13,4.5,1,94.49041603,4.339726027,5.398264748,2026-02-28,ACT/ACT
