ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
XS2014291707,1.264367478,2059-06-19,2.625,1,51.43816753,2.049657534,6.291314507,2026-03-31,ACT/ACT
XS0298709188,0.907655926,2037-05-05,5.5,1,103.9666327,4.97260274,5.62268847,2026-03-31,ACT/ACT
XS2496686309,0.712818678,2032-07-14,3.25,2,90.89682044,0.682320442,5.15110483,2026-03-31,ACT/ACT
XS2496686564,0.676516316,2052-07-14,3.625,2,68.51223972,0.761049724,6.195940582,2026-03-31,ACT/ACT
XS3218668328,0.862283964,2035-11-25,5.125,2,99.03933978,1.783839779,5.569645518,2026-03-31,ACT/ACT
XS0107203381,0.550280501,2030-02-25,6.125,2,101.6385261,0.595486111,5.905089786,2026-03-31,ISMA-30/360
XS0161353999,0.331682248,2036-07-13,5.396,2,100.916948,1.147767956,5.515403869,2026-03-31,ACT/ACT
XS2787862346,1.2847078,2029-03-22,4.5,1,99.4754189,0.110958904,4.733088862,2026-03-31,ACT/ACT
XS2787862429,1.253759396,2036-03-22,4.75,1,94.05021329,0.117123288,5.558228702,2026-03-31,ACT/ACT
XS2724943639,1.226375136,2038-12-07,5.125,1,95.44432493,1.600684932,5.82112855,2026-03-31,ACT/ACT
XS2354308194,0.999719763,2033-06-23,1.375,1,79.03169164,1.058561644,5.091684928,2026-03-31,ACT/ACT
XS2464407514,0.909937196,2027-04-04,2.125,1,99.53986233,2.101712329,4.780329005,2026-03-31,ACT/ACT
XS2464407860,1.691592443,2032-04-04,2.5,1,89.65870274,2.47260274,5.022266463,2026-03-31,ACT/ACT
XS2689046626,1.295794462,2032-09-21,5.125,1,103.3429793,2.681849315,4.996242013,2026-03-31,ACT/ACT
XS0106655235,0.34618625,2030-01-31,6.25,1,105.7497167,1.041666667,4.868083933,2026-03-31,ISMA-30/360
XS1608101652,1.088442928,2029-05-03,1.8,1,93.84196027,1.637260274,4.560144069,2026-03-31,ACT/ACT
XS1713474838,1.422244098,2117-12-08,2.544,1,43.43249452,0.787594521,6.002037434,2026-03-31,ACT/ACT
XS2343114331,0.356991022,2061-06-04,1.625,2,35.69456143,0.522321429,6.24207151,2026-03-31,ACT/ACT
XS0841542961,0.836945706,2052-10-17,3.75,2,72.77648264,1.699862637,6.013083303,2026-03-31,ACT/ACT
XS1846644968,0.440818193,2078-06-27,2.35,2,44.52085813,0.606868132,5.833996829,2026-03-31,ACT/ACT
XS1577724492,0.466951464,2057-04-11,2.25,2,46.9811355,1.057005495,6.288920573,2026-03-31,ACT/ACT
XS0121617517,1.648713536,2030-12-19,5.75,2,105.8253844,1.613194444,4.797626625,2026-03-31,30E/360
XS0202077953,2.644179167,2035-09-28,5.25,2,99.54757667,0.029166667,5.385828555,2026-03-31,30E/360
XS0419834931,3.332499897,2034-03-27,5.625,2,103.134225,0.046875,5.215064746,2026-03-31,30E/360
XS0279211832,1.115245676,2039-01-19,4.875,2,94.60050833,0.961458333,5.653556322,2026-03-31,30E/360
XS0702029132,2.299359782,2036-11-04,5,1,96.43642863,2.01369863,5.711720114,2026-03-31,ACT/ACT
XS0092541969,0.728219508,2028-11-27,6.125,1,105.1478283,2.092708333,4.85888907,2026-03-31,30E/360
XS0969574598,0.974560247,2041-04-10,4.25,1,86.78794164,4.133561644,6.038009261,2026-03-31,ACT/ACT
XS0416848793,2.853963144,2031-03-11,6.875,1,108.2322823,0.376712329,5.038829858,2026-03-31,ACT/ACT
XS2228291279,1.334028882,2030-12-10,1,1,85.44499959,0.304109589,4.588009748,2026-03-31,ACT/ACT
XS2228387465,0.723438463,2052-09-10,1.75,1,43.79465315,0.968493151,6.201453378,2026-03-31,ACT/ACT
DE000A1G85D0,1.650250645,2042-09-10,3.75,1,78.48109247,2.075342466,6.052152878,2026-03-31,ACT/ACT
XS3285554096,2.28993076,2029-02-13,4.125,1,98.80647301,0.519863014,4.773088177,2026-03-31,ACT/ACT
XS3285562511,3.868424406,2058-02-13,5.875,1,95.23176096,0.740410959,6.277359225,2026-03-31,ACT/ACT
XS3285562271,3.851698743,2041-11-13,5.5,1,95.80036069,0.693150685,5.992174824,2026-03-31,ACT/ACT
XS3285560903,3.83243849,2032-11-13,4.625,1,97.48601671,0.582876712,5.191145619,2026-03-31,ACT/ACT
XS3285675040,3.134693038,2126-02-13,6.125,1,95.17568781,0.771917808,6.48736355,2026-03-31,ACT/ACT
XS1269175466,2.222056818,2029-07-31,3.05,2,95.62994945,0.497099448,4.693750954,2026-03-31,ACT/ACT
XS1269176191,1.250129711,2042-07-31,3.6,2,77.32318033,0.586740331,5.911081977,2026-03-31,ACT/ACT
