ISIN,Index Weight,Maturity Date,Coupon in %,Coupon Frequency,Dirty Price,Accrued Interest,Annual Yield,Report Date,Day Count
XS3168797135,1.197220545,28/10/2030,4.7,2,100.2336564,0.809016393,4.906072761,30/06/2026,ACT/ACT
XS3173764054,1.200656904,01/11/2030,4.8026,2,100.4892426,0.783032609,4.936396631,30/06/2026,ACT/ACT
XS3260285179,1.188021921,12/11/2030,4.5,2,99.07130478,0.599184783,4.951277195,30/06/2026,ACT/ACT
XS2228291279,1.308019217,10/12/2030,1,1,87.45153466,0.553424658,4.298451651,30/06/2026,ACT/ACT
XS0121617517,1.620493221,19/12/2030,5.75,2,105.5945944,0.175694444,4.449148017,30/06/2026,30E/360
XS0416848793,2.661545648,11/03/2031,6.875,1,111.1595334,2.090753425,4.671608577,30/06/2026,ACT/ACT
XS2800802501,0.757615044,15/04/2031,5.082,2,101.6083487,1.055278689,5.010400848,30/06/2026,ACT/ACT
XS2811733240,1.211664252,30/04/2031,4.875,2,101.45016,0.8125,4.780212712,30/06/2026,ACT/ACT
XS3300297572,1.342298888,19/08/2031,4.6965,1,99.92203315,1.685593151,5.095818897,30/06/2026,ACT/ACT
XS3162369527,1.208693356,27/08/2031,4.75,2,100.8857403,1.613950276,4.970347523,30/06/2026,ACT/ACT
XS2464407860,1.610999328,04/04/2032,2.5,1,89.79638041,0.595890411,4.6795847,30/06/2026,ACT/ACT
XS3268963496,1.200388683,13/06/2032,4.75,2,98.60723842,0.220628415,5.131005875,30/06/2026,ACT/ACT
XS2496686309,0.69746714,14/07/2032,3.25,2,93.55690939,1.499309392,4.836564851,30/06/2026,ACT/ACT
XS2689046626,1.271490505,21/09/2032,5.125,1,106.360319,3.959589041,4.655170179,30/06/2026,ACT/ACT
XS3190849912,1.506297163,29/09/2032,5,2,101.077387,1.263586957,5.096986439,30/06/2026,ACT/ACT
XS3285560903,3.749636378,13/11/2032,4.625,1,100.1922489,1.735958904,4.911990513,30/06/2026,ACT/ACT
XS3261281631,1.805737629,15/12/2032,4.75,2,98.67251213,0.194672131,5.091738298,30/06/2026,ACT/ACT
XS2354308194,0.976911967,23/06/2033,1.375,1,80.26450986,0.026369863,4.769539095,30/06/2026,ACT/ACT
XS0419834931,3.169127519,27/03/2034,5.625,2,105.642605,1.453125,5.026855336,30/06/2026,30E/360
XS0202077953,2.512072878,28/09/2035,5.25,2,102.5063467,1.341666667,5.154117922,30/06/2026,30E/360
XS3218668328,0.81759346,25/11/2035,5.125,2,99.8966287,0.501358696,5.274223014,30/06/2026,ACT/ACT
XS2787862429,1.165917774,22/03/2036,4.75,1,97.41581986,1.301369863,5.267511028,30/06/2026,ACT/ACT
XS0161353999,0.324343865,13/07/2036,5.396,2,103.236561,2.504220994,5.309718499,30/06/2026,ACT/ACT
XS0702029132,2.236188058,04/11/2036,5,1,99.82462397,3.260273973,5.439004001,30/06/2026,ACT/ACT
XS0298709188,0.833386545,05/05/2037,5.5,1,101.8843156,0.843835616,5.368661672,30/06/2026,ACT/ACT
XS2724943639,1.190696359,07/12/2038,5.125,1,99.72992466,2.878424658,5.476875475,30/06/2026,ACT/ACT
XS0279211832,1.081426102,19/01/2039,4.875,2,97.61509833,2.180208333,5.451880111,30/06/2026,30E/360
XS2014278944,2.1555401,19/06/2039,2.375,1,70.09497534,0.071575342,5.708877305,30/06/2026,ACT/ACT
XS0543369184,2.871023107,17/09/2040,6.5,1,111.1954307,5.093150685,5.852612132,30/06/2026,ACT/ACT
XS0969574598,0.900722347,10/04/2041,4.25,1,86.43643069,0.943150685,5.729384798,30/06/2026,ACT/ACT
XS0629875708,1.143891737,23/05/2041,5.25,1,95.74391534,0.546575342,5.736821584,30/06/2026,ACT/ACT
XS3285562271,3.688244593,13/11/2041,5.5,1,98.51911356,2.064383562,5.85528406,30/06/2026,ACT/ACT
XS1269176191,1.202726238,31/07/2042,3.6,2,80.69286271,1.491712707,5.652408035,30/06/2026,ACT/ACT
DE000A1G85D0,1.593622821,10/09/2042,3.75,1,82.37397397,3.010273973,5.738820877,30/06/2026,ACT/ACT
DE000A1HG1L4,1.965871203,13/03/2043,4.5,1,87.42610562,1.343835616,5.822949639,30/06/2026,ACT/ACT
XS2386286442,0.423177749,14/09/2043,1.625,1,57.21509384,1.286643836,5.714956561,30/06/2026,ACT/ACT
XS2496686564,0.633865225,14/07/2052,3.625,2,71.02260663,1.67230663,6.044730414,30/06/2026,ACT/ACT
XS2228387465,0.687665987,10/09/2052,1.75,1,46.15824452,1.404794521,5.973409921,30/06/2026,ACT/ACT
XS0841542961,0.762045798,17/10/2052,3.75,2,73.18171672,0.758196721,5.892158305,30/06/2026,ACT/ACT
XS1577724492,0.424735892,11/04/2057,2.25,2,47.54908328,0.491803279,6.161415686,30/06/2026,ACT/ACT
XS3285562511,3.658279299,13/02/2058,5.875,1,97.26752699,2.205136986,6.233085448,30/06/2026,ACT/ACT
XS2014291707,1.210970734,19/06/2059,2.625,1,51.66960959,0.079109589,6.045181494,30/06/2026,ACT/ACT
XS0530302628,0.864368524,03/08/2060,5.375,1,96.42350507,4.874315068,5.958953286,30/06/2026,ACT/ACT
XS2343114331,0.335553506,04/06/2061,1.625,2,36.26201716,0.115437158,6.116765174,30/06/2026,ACT/ACT
XS1846644968,0.413685999,27/06/2078,2.35,2,45.1154723,0.019262295,5.696511565,30/06/2026,ACT/ACT
XS1713474838,1.337099942,08/12/2117,2.544,1,44.71431206,1.421852055,5.914522385,30/06/2026,ACT/ACT
XS3285675040,2.944355993,13/02/2126,6.125,1,96.9818126,2.298972603,6.466602219,30/06/2026,ACT/ACT
